Player Name,Age,Positions,Team,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP Unadj,PlayerId,Fantasy Team,,
Phillip Di Giuseppe,32,LW,WPG,"$775,000",10.79,0.08,0.86,42,42,10.79,0.08,0.86,11.72,5,7,12,0,0,0,0,0,0,91,16,12,1,7,47,-1,-900,706,-600,96,8476858,,,
Matthew Highmore,29,C,OTT,"$775,000",9.67,0.00,1.36,54,54,9.67,0.00,1.36,11.03,5,7,12,0,0,0,0,1,1,63,27,11,6,15,47,-2,-978,737,-627,96,8478146,,,
Justin Dowling,35,C,NYR,"$775,000",9.77,0.00,0.09,61,61,9.77,0.00,0.09,9.86,4,8,12,0,0,0,0,0,0,56,25,8,166,174,44,-2,-1023,752,-673,163,8475413,,,
David Gustafsson,25,C,WPG,"$835,000",8.87,0.22,0.43,50,50,8.87,0.22,0.43,9.53,5,7,12,0,1,1,0,0,0,29,24,8,122,113,44,1,-1059,757,-708,136,8481019,,,
Jacob Bernard-Docker,25,D,DET,"$875,000",13.56,0.09,0.37,66,66,13.56,0.09,0.37,14.02,3,9,12,0,0,0,0,0,0,47,86,20,0,0,55,1,-678,620,-432,113,8480879,,,
Ryan Shea,28,D,PIT,"$900,000",16.25,0.06,1.49,70,70,16.25,0.06,1.49,17.80,3,9,12,0,0,0,0,0,0,43,92,19,0,0,47,-5,-690,632,-444,105,8478854,,,
Josh Mahura,27,D,SEA,"$907,500",12.98,0.06,0.58,64,64,12.98,0.06,0.58,13.62,2,10,12,0,0,0,0,0,0,79,56,22,0,0,56,0,-689,628,-443,107,8479372,,,
Liam O'Brien,31,"LW,RW",UTA,"$1,000,000",9.20,0.10,0.38,55,55,9.20,0.10,0.38,9.68,5,7,12,0,0,0,0,0,0,179,23,58,1,9,53,-1,-417,447,-118,103,8477070,,,
Max Jones,27,LW,EDM,"$1,000,000",9.81,0.61,0.06,45,45,9.81,0.61,0.06,10.47,5,7,12,1,1,2,0,0,0,108,14,21,1,2,47,-4,-793,676,-494,94,8479368,,,
Albert Johansson,25,D,DET,"$1,125,000",15.89,0.06,0.41,67,67,15.89,0.06,0.41,16.36,3,9,12,0,0,0,0,0,0,71,88,27,0,0,53,-4,-588,569,-343,112,8481607,,,
Tyler Kleven,24,D,OTT,"$1,600,000",14.08,0.12,0.25,70,70,14.08,0.12,0.25,14.45,4,8,12,0,1,1,0,0,0,91,84,22,0,0,66,-3,-558,546,-312,132,8482095,,,
Joel Hanley,34,D,CGY,"$1,750,000",16.72,0.10,1.01,60,60,16.72,0.10,1.01,17.83,2,10,12,0,0,0,0,0,0,61,92,30,0,0,45,5,-593,574,-348,106,8477810,,,
Jani Hakanpaa,33,D,TOR,$1,15.62,0.15,2.99,60,60,15.62,0.15,2.99,18.76,2,9,11,0,1,1,0,1,1,133,96,28,0,0,52,4,-452,470,-207,132,8475825,,,
Jon Merrill,33,D,MIN,$1,13.13,0.04,0.76,72,72,13.13,0.04,0.76,13.94,3,8,11,0,0,0,0,0,0,39,84,25,0,0,46,-5,-689,629,-443,95,8475750,,,
Santeri Hatakka,25,D,NJ,$1,13.19,0.00,0.00,51,51,13.19,0.00,0.00,13.19,2,9,11,0,0,0,0,0,0,37,46,10,0,0,47,0,-891,703,-646,89,8481701,,,
Alexander Alexeyev,26,D,PIT,"$775,000",13.42,0.16,0.59,64,64,13.42,0.16,0.59,14.18,2,9,11,0,1,1,0,0,0,59,81,10,0,0,40,-1,-761,657,-515,103,8480823,,,
Ronnie Attard,26,D,COL,"$775,000",14.12,0.00,0.00,51,51,14.12,0.00,0.00,14.12,2,9,11,0,0,0,0,0,0,56,50,12,0,0,53,0,-823,688,-578,100,8481521,,,
Sebastian Aho (D),29,D,PIT,"$775,000",15.30,0.83,0.49,41,41,15.30,0.83,0.49,16.61,2,9,11,0,2,2,0,0,0,23,44,9,0,0,38,0,-920,712,-675,79,8480222,,,
Vladislav Kolyachonok,24,D,DAL,"$775,000",12.69,0.01,0.31,50,50,12.69,0.01,0.31,13.01,3,8,11,0,0,0,0,0,0,38,45,9,0,0,32,0,-923,716,-678,77,8481609,,,
Walker Duehr,28,RW,WPG,"$775,000",8.59,0.20,0.16,42,42,8.59,0.20,0.16,8.94,5,6,11,0,0,0,0,0,0,75,17,6,1,11,36,-2,-997,746,-693,84,8482652,,,
Troy Stecher,31,D,EDM,"$787,500",13.59,0.04,1.03,69,69,13.59,0.04,1.03,14.66,3,8,11,0,0,0,0,0,0,41,73,27,0,0,56,-2,-683,624,-438,100,8479442,,,
Joey Anderson,27,RW,CHI,"$800,000",11.05,0.18,1.33,39,39,11.05,0.18,1.33,12.55,5,6,11,0,0,0,0,1,1,27,21,6,0,0,39,-2,-1065,758,-761,74,8479315,,,
Rodrigo Abols,30,C,PHI,"$800,000",8.96,0.00,0.01,41,41,8.96,0.00,0.01,8.97,5,6,11,0,0,0,0,0,0,40,18,6,100,72,40,-1,-1096,763,-745,116,8479022,,,
Nolan Allan,22,D,CHI,"$825,000",14.13,0.01,0.99,55,55,14.13,0.01,0.99,15.13,2,9,11,0,0,0,0,0,0,75,62,17,0,0,28,-5,-771,662,-526,82,8482700,,,
Nils Aman,25,C,VAN,"$825,000",10.38,0.22,0.56,40,40,10.38,0.22,0.56,11.16,4,7,11,0,0,0,0,0,0,38,16,8,63,95,29,-2,-1114,765,-763,98,8482496,,,
Isaiah George,21,D,NYI,"$838,333",15.51,0.01,0.13,48,48,15.51,0.01,0.13,15.65,2,9,11,0,0,0,0,0,0,20,52,9,0,0,41,-1,-923,715,-677,82,8483448,,,
Caleb Jones,28,D,PIT,"$900,000",12.20,0.35,0.27,56,56,12.20,0.35,0.27,12.82,2,9,11,0,1,1,0,0,0,56,56,16,0,0,43,0,-788,671,-542,92,8478452,,,
Kevin Korchinski,21,D,CHI,"$918,333",16.39,1.00,0.10,41,41,16.39,1.00,0.10,17.49,3,8,11,0,2,2,0,0,0,7,40,14,0,0,47,-5,-908,709,-662,78,8483466,,,
Haydn Fleury,29,D,WPG,"$950,000",14.63,0.10,1.21,56,56,14.63,0.10,1.21,15.94,2,9,11,0,0,0,0,0,0,62,74,17,0,0,57,-5,-710,641,-464,109,8477938,,,
Jake Christiansen,26,D,CBJ,"$975,000",12.25,0.08,0.37,66,66,12.25,0.08,0.37,12.70,2,9,11,0,0,0,0,0,0,45,63,13,0,0,53,-5,-802,679,-556,99,8481161,,,
Nicolas Deslauriers,34,LW,PHI,"$1,750,000",7.51,0.09,0.17,70,70,7.51,0.09,0.17,7.78,5,6,11,0,0,0,0,0,0,185,21,46,3,5,53,-3,-498,509,-198,107,8475235,,,
Vincent Desharnais,29,D,SJ,"$2,000,000",14.34,0.05,1.61,68,68,14.34,0.05,1.61,16.00,1,10,11,0,0,0,0,1,1,104,99,49,0,0,41,1,-394,433,-149,102,8479576,,,
Ryan Graves,30,D,PIT,"$4,500,000",13.82,0.03,1.70,68,68,13.82,0.03,1.70,15.55,2,9,11,0,0,0,0,0,0,72,92,22,0,0,55,0,-616,586,-370,117,8477435,,,
Luke Glendening,36,C,TB,#N/A,8.79,0.09,1.86,77,77,8.79,0.09,1.86,10.75,6,5,11,0,0,0,1,0,1,104,54,22,375,265,50,-6,-763,658,-412,253,8476822,,,
William Lagesson,29,D,DET,"$775,000",13.67,0.12,1.25,62,62,13.67,0.12,1.25,15.04,1,9,10,0,0,0,0,0,0,89,78,36,0,0,32,0,-585,564,-339,85,8478021,,,
Maxwell Crozier,25,D,TB,"$775,000",13.12,0.00,0.00,51,51,13.12,0.00,0.00,13.12,2,8,10,0,0,0,0,0,0,40,47,8,0,0,48,0,-903,708,-657,90,8481719,,,
Nicolas Aube-Kubel,29,RW,MIN,"$775,000",9.68,0.15,0.19,43,43,9.68,0.15,0.19,10.02,4,6,10,0,0,0,0,0,0,77,12,17,8,6,40,-1,-939,724,-635,78,8477979,,,
Ville Heinola,24,D,WPG,"$800,000",13.85,0.17,0.16,49,49,13.85,0.17,0.16,14.18,2,8,10,0,1,1,0,0,0,20,47,10,0,0,42,0,-924,717,-678,80,8481572,,,
Lucas Carlsson,28,D,SJ,"$800,000",17.01,0.00,0.00,35,35,17.01,0.00,0.00,17.01,2,8,10,0,0,0,0,0,0,10,38,14,0,0,35,-2,-964,731,-719,63,8479523,,,
Nick DeSimone,31,D,UTA,"$800,000",14.97,0.02,0.40,39,39,14.97,0.02,0.40,15.39,2,8,10,0,0,0,0,0,0,27,39,6,0,0,41,1,-972,734,-727,79,8480084,,,
Philippe Myers,29,D,TOR,"$850,000",15.19,0.01,1.03,51,51,15.19,0.01,1.03,16.23,3,7,10,0,0,0,0,0,0,104,58,13,0,0,64,-1,-696,635,-451,123,8479026,,,
Ross Johnston,31,LW,ANA,"$1,100,000",8.42,0.11,0.00,65,65,8.42,0.11,0.00,8.53,4,6,10,0,0,0,0,0,0,177,27,65,0,3,29,-6,-428,455,-128,70,8477527,,,
Simon Benoit,27,D,TOR,"$1,350,000",14.63,0.04,2.02,77,77,14.63,0.04,2.02,16.68,2,8,10,0,0,0,0,0,0,194,107,50,0,0,51,-5,-195,301,51,132,8481122,,,
Jacob Moverare,27,D,LA,"$775,000",11.45,0.03,0.30,55,55,11.45,0.03,0.30,11.77,2,7,9,0,0,0,0,0,0,31,59,12,0,0,33,3,-896,704,-651,77,8479421,,,
Ian Mitchell,27,D,DET,"$775,000",14.56,1.09,0.05,34,34,14.56,1.09,0.05,15.70,2,7,9,0,2,2,0,0,0,11,40,10,0,0,31,-1,-975,735,-729,63,8480070,,,
John Hayden,30,C,SEA,"$775,000",8.19,0.00,0.09,40,40,8.19,0.00,0.09,8.28,4,5,9,0,0,0,0,0,0,71,25,11,49,44,36,0,-1016,750,-665,98,8477401,,,
Ben Jones,26,C,MIN,"$775,000",8.35,0.04,0.12,44,44,8.35,0.04,0.12,8.50,4,5,9,0,0,0,0,0,0,76,17,10,20,21,41,-1,-1026,753,-675,88,8480259,,,
Jonas Rondbjerg,26,RW,VGK,"$775,000",10.70,0.00,0.99,33,33,10.70,0.00,0.99,11.69,4,5,9,0,0,0,0,0,0,12,18,4,0,2,37,-1,-1135,767,-831,64,8480007,,,
Mitchell Stephens,28,C,SEA,"$775,000",7.80,0.03,1.30,43,43,7.80,0.03,1.30,9.12,4,5,9,0,0,0,0,0,0,29,14,7,111,85,34,-1,-1149,768,-798,106,8478477,,,
Michael Pezzetta,27,LW,TOR,"$812,500",8.15,0.01,0.07,44,44,8.15,0.01,0.07,8.23,4,5,9,0,0,0,0,0,0,179,20,29,5,6,34,-1,-675,619,-375,93,8479543,,,
Jordan Harris,25,D,BOS,"$825,000",11.86,0.11,0.46,50,50,11.86,0.11,0.46,12.43,2,7,9,0,0,0,0,0,0,31,51,12,0,0,29,-4,-925,718,-679,66,8480887,,,
Noah Juulsen,28,D,PHI,"$900,000",13.80,0.05,2.18,67,67,13.80,0.05,2.18,16.04,2,7,9,0,0,0,0,0,0,174,100,26,0,0,45,-6,-423,451,-177,128,8478454,,,
Jacob Bryson,28,D,BUF,"$900,000",13.49,0.03,0.94,56,56,13.49,0.03,0.94,14.46,1,8,9,0,0,0,0,0,0,18,60,11,0,0,24,-5,-942,726,-697,61,8480196,,,
Brendan Smith,36,D,CBJ,"$750,000",12.37,0.07,1.33,50,50,12.37,0.07,1.33,13.77,2,6,8,0,0,0,0,0,0,61,50,37,0,0,43,-3,-695,634,-449,72,8474090,,,
Grigori Denisenko,25,LW,VGK,"$750,000",9.57,0.40,0.00,30,30,9.57,0.40,0.00,9.98,3,5,8,0,1,1,0,0,0,31,13,5,0,0,30,-1,-1116,766,-816,57,8480844,,,
Andreas Englund,30,D,NSH,"$775,000",12.69,0.14,0.62,52,52,12.69,0.14,0.62,13.45,1,7,8,0,0,0,0,0,0,106,52,44,0,0,28,-1,-595,575,-350,67,8477971,,,
Zack MacEwen,29,RW,OTT,"$775,000",7.78,0.18,0.00,40,40,7.78,0.18,0.00,7.97,4,4,8,0,0,0,0,0,0,78,13,20,17,17,36,-1,-938,723,-634,74,8479772,,,
Patrick Brown,33,C,BOS,"$775,000",9.68,0.00,0.94,33,33,9.68,0.00,0.94,10.62,3,5,8,0,0,0,0,0,0,92,22,13,77,68,30,-1,-996,745,-645,104,8477887,,,
Nikolas Matinpalo,27,D,OTT,"$875,000",12.58,0.00,0.03,54,54,12.58,0.00,0.03,12.61,2,6,8,0,0,0,0,0,0,32,42,20,0,0,53,-1,-859,699,-613,80,8484321,,,
Louis Crevier,24,D,CHI,"$900,000",15.62,0.07,1.37,45,45,15.62,0.07,1.37,17.06,2,6,8,0,0,0,0,0,0,82,72,11,0,0,41,-5,-772,663,-526,96,8481806,,,
David Jiricek,22,D,MIN,"$918,333",14.68,0.12,0.17,35,35,14.68,0.12,0.17,14.97,1,7,8,0,0,0,0,0,0,15,36,13,0,0,33,-2,-990,744,-744,57,8483460,,,
Seamus Casey,22,D,NJ,"$950,000",11.52,0.00,0.00,36,36,11.52,0.00,0.00,11.52,2,6,8,0,0,0,0,0,0,20,27,4,0,0,27,0,-1071,759,-825,56,8483429,,,
Ryan Reaves,39,RW,SJ,"$1,350,000",7.64,0.08,0.00,50,50,7.64,0.08,0.00,7.73,3,5,8,0,0,0,0,0,0,137,14,19,0,2,25,-2,-861,700,-557,71,8471817,,,
Justin Holl,34,D,DET,"$3,400,000",13.71,0.03,1.26,55,55,13.71,0.03,1.26,15.00,1,7,8,0,0,0,0,0,0,36,59,17,0,0,29,2,-873,701,-628,68,8475718,,,
Givani Smith,27,RW,SJ,"$750,000",7.85,0.00,0.00,36,36,7.85,0.00,0.00,7.85,3,4,7,0,0,0,0,0,0,83,11,25,1,2,28,-2,-928,720,-624,55,8479379,,,
Ethan Bear,28,D,WSH,"$775,000",14.73,0.41,0.43,30,30,14.73,0.41,0.43,15.56,2,5,7,0,1,1,0,0,0,16,35,9,0,0,32,-2,-1012,749,-766,59,8478451,,,
Matthew Kessel,25,D,STL,"$800,000",13.22,0.04,0.46,45,45,13.22,0.04,0.46,13.71,1,6,7,0,0,0,0,0,0,34,46,11,0,0,31,-1,-954,728,-709,64,8482516,,,
Dennis Gilbert,29,D,PHI,"$875,000",10.28,0.02,0.45,44,44,10.28,0.02,0.45,10.75,1,6,7,0,0,0,0,0,0,78,45,28,0,0,22,-1,-786,669,-540,58,8478502,,,
Keaton Middleton,27,D,COL,"$775,000",10.76,0.00,0.72,54,54,10.76,0.00,0.72,11.48,1,5,6,0,0,0,0,0,0,89,49,25,0,0,56,1,-721,647,-475,93,8479387,,,
Austin Watson,34,LW,DET,"$775,000",7.29,0.00,0.49,34,34,7.29,0.00,0.49,7.79,3,3,6,0,0,0,0,0,0,80,18,30,0,3,22,-1,-897,705,-597,47,8475766,,,
Sammy Blais,29,LW,MTL,"$775,000",9.92,0.26,0.00,25,25,9.92,0.26,0.00,10.18,2,4,6,0,0,0,0,0,0,91,11,7,1,3,17,-2,-1057,756,-757,53,8478104,,,
Cale Fleury,27,D,SEA,"$890,000",11.95,0.00,0.00,36,36,11.95,0.00,0.00,11.95,1,5,6,0,0,0,0,0,0,51,39,6,0,0,33,1,-980,738,-734,68,8479985,,,
Kyle Burroughs,30,D,LA,"$1,100,000",8.83,0.11,0.57,50,50,8.83,0.11,0.57,9.51,1,4,5,0,0,0,0,0,0,65,37,31,0,0,21,-1,-828,690,-583,45,8477335,,,
Kurtis MacDermid,31,LW,NJ,"$1,150,000",5.54,0.13,0.25,42,42,5.54,0.13,0.25,5.92,2,3,5,0,0,0,0,0,0,76,14,22,2,0,18,-1,-985,741,-685,42,8477073,,,
Sam Dickinson,19,D,SJ,"$942,500",15,2,1,82,82,15,2,1,18,9,24,33,3,10,13,0,0,0,123,98,33,0,0,172,-8,N/A,N/A,N/A,N/A,N/A,,,
